,commentNum,uid,rankDate,nri,followerNum,name,followerNumInc,type,rankPosition,repostNum,likeNum,opusNum,huoshanFansNum,originalMusicBeUsedNum,toutiaoFansNum,followingNum,originalMusicNum,likeOpusNum,likeNum.1,fansTotal,douyinFansNum,dynamicNum,opusNum.1
162,688,97200215248,2019-01-13,836.6,3708686,162,9200,Game,1,930,74219,1,0,0,0,17,0,27,41662987,4000554,4000554,404,402
163,2575,51681062169,2019-01-13,836.2,643533,163,14967,Game,1,3904,107621,1,0,0,194335,0,0,35,3537290,1038950,844615,34,34
164,3318,72670017994,2019-01-13,830.0,572864,164,13805,Game,1,2763,179826,2,0,0,0,107,0,536,12290025,920292,920292,121,121
165,4147,104079901187,2019-01-13,827.0,511675,165,18040,Game,1,2003,140762,1,0,0,9219,53,0,66,2781789,783133,773914,47,46
166,7581,58111395849,2019-01-13,823.4,1590854,166,9405,Game,1,510,86729,2,71551,0,272434,376,0,658,25367659,2018970,1674985,688,664
167,1719,66288161068,2019-01-13,814.1,1244514,167,8706,Game,1,759,132647,1,34366,0,34410,72,0,224,19051112,1670963,1602187,144,144
168,1798,97190129610,2019-01-13,812.7,780239,168,11515,Game,1,1273,84243,1,0,0,27165,30,0,52,5730114,1038743,1011578,137,137
169,720,67861466746,2019-01-13,811.2,2183166,169,8003,Game,1,692,35389,1,50,0,3356013,281,0,304,23292924,6023704,2667641,263,241
170,528,62847193928,2019-01-13,806.7,2525249,170,52939,Game,1,71,65324,1,0,0,2240481,50,0,6,41207536,5583631,3343150,331,328
171,1044,95636088033,2019-01-13,805.3,2244658,171,14714,Game,1,147,124629,1,18,0,296683,31,0,21,38091328,3025811,2729110,302,282
172,559,98477353876,2019-01-13,798.8,1636996,172,20074,Game,1,237,57233,1,0,0,863,41,0,2605,10401000,2252593,2251730,285,284
173,1508,97263432575,2019-01-13,798.1,440490,173,12540,Game,1,1295,161626,2,0,0,0,201,0,240,2790388,522129,522129,123,115
174,1122,71240163890,2019-01-13,796.7,202157,174,12453,Game,1,6150,104695,1,3,0,9312,36,0,109,2236825,308917,299602,50,50
175,2068,105673321888,2019-01-13,789.2,919705,175,12645,Game,0,204,84421,1,0,0,133629,3,0,110,9166493,1382770,1249141,71,69
176,931,62650418152,2019-01-13,789.0,938015,176,10627,Game,0,437,62508,1,8,0,33093,5,0,446,7081541,1167026,1133925,154,154
177,577,104876687056,2019-01-13,788.2,1713045,177,35929,Game,0,94,13511,1,0,0,0,12,0,5,17973679,3052460,3052460,57,43
178,541,96808195943,2019-01-13,782.0,712073,178,10555,Game,0,750,41997,1,0,0,10721,22,0,399,3728021,784149,773428,83,82
179,303,96600050114,2019-01-13,781.9,1185214,179,22401,Game,0,199,74158,1,393647,0,185912,106,0,261,8719956,2362451,1782892,161,161
180,135,64234162985,2019-01-13,781.3,4167371,180,5831,Game,0,313,3741,1,61095,0,479009,150,0,900,33742642,5043933,4503829,336,310
181,933,95420564199,2019-01-13,779.7,505582,181,7868,Game,0,915,77720,1,1848,0,12238,13,0,643,8922082,645412,631326,174,174
182,1284,64442153131,2019-01-13,772.0,1969215,182,3144,Game,0,123,59699,4,152285,0,2336687,82,0,630,28528999,5274278,2785306,481,475
183,630,97163021717,2019-01-13,771.3,548685,183,8376,Game,0,641,62273,1,0,0,69483,186,0,151,5895397,808129,738646,123,121
184,347,93174792357,2019-01-13,771.0,157195,184,24772,Game,0,2545,83781,1,0,0,11,53,0,286,930080,209916,209905,75,74
185,1283,87187170861,2019-01-13,769.1,285630,185,12587,Game,0,619,97328,3,2,0,139847,36,0,160,2954653,495836,355987,81,75
186,2694,59126404656,2019-01-13,768.4,1520309,186,4175,Game,0,84,27329,2,0,8074,0,9,5,452,10885554,1776933,1776933,124,122
187,652,92306686635,2019-01-13,763.6,493856,187,10326,Game,0,417,46328,2,0,0,27900,10,0,93,5205489,662203,634303,369,349
188,812,65631897102,2019-01-13,763.6,359738,188,17684,Game,0,332,65671,3,26300,0,24662,140,0,305,2430684,633150,582188,125,125
189,878,83025080395,2019-01-13,763.5,884184,189,3978,Game,0,280,79690,1,0,0,13311,36,0,218,13086458,1011455,998144,115,114
190,700,65306462636,2019-01-13,761.9,538765,190,3876,Game,0,803,47248,2,0,0,119068,25,0,565,6438346,678314,559246,267,262
191,1831,72569336084,2019-01-13,760.0,523303,191,5770,Game,0,299,27428,4,28,0,31773,256,0,223,5177385,732265,700464,118,118
192,475,96071145527,2019-01-13,759.9,850963,192,10416,Game,0,174,39644,1,0,0,0,25,0,492,7659633,951724,951724,158,156
193,155,65097903853,2019-01-13,758.7,1112030,193,5836,Game,0,528,12617,1,0,0,38800,50,0,292,5896267,1311471,1272671,158,158
194,1406,64100361922,2019-01-13,758.1,1376709,194,2319,Game,0,172,16941,1,0,0,412477,36,0,2,12882878,1824067,1411590,187,184
195,748,94002018181,2019-01-13,755.5,1030109,195,3873,Game,0,177,47859,1,857,0,35212,10,0,0,6374569,1059713,1023644,83,82
196,629,101543755126,2019-01-13,754.8,1731866,196,3077,Game,0,127,18118,2,0,0,149746,32,0,180,12750770,2076974,1927228,104,99
197,1800,93126192250,2019-01-13,752.2,577907,197,4082,Game,0,196,50525,1,0,0,5325,7,0,1,3340059,707636,702311,72,71
198,798,70930709592,2019-01-13,751.7,426239,198,9772,Game,0,262,35547,1,0,0,0,168,0,2916,2431581,670106,670106,57,57
199,269,81788417999,2019-01-13,751.5,952098,199,813,Game,0,1775,24256,1,0,0,30658,70,0,519,15829676,1414836,1384178,124,122
200,1267,59050643744,2019-01-13,781.6,1612761,200,29359,Sports,1,48,15464,1,164,0,26170,201,0,1195,8506339,1618921,1592587,92,92
201,302,57702635687,2019-01-13,761.1,287366,201,19910,Sports,1,836,41815,3,0,0,30921,171,0,600,3073308,486889,455968,122,119
202,324,97247984806,2019-01-13,760.5,2621593,202,1813,Sports,1,263,11392,3,0,0,737266,30,0,54,31755867,4155401,3418135,473,464
203,1269,61428044217,2019-01-13,748.7,332474,203,2211,Sports,1,1014,37241,1,0,0,0,25,0,46,4942968,338613,338613,148,147
204,780,57728737098,2019-01-13,733.5,441458,204,3429,Sports,1,286,18008,3,22,0,33224,51,0,675,1853250,491587,458341,183,145
205,50,72327365336,2019-01-13,721.5,921632,205,29875,Sports,1,62,1673,1,0,0,3845,1,0,510,2797299,1278962,1275117,103,97
206,518,60076252697,2019-01-13,712.2,300847,206,1133,Sports,1,532,34076,2,2,0,2957,119,0,1,2308329,324118,321159,55,55
207,216,64313094657,2019-01-13,704.4,1195523,207,1530,Sports,1,59,11918,1,72231,0,236811,341,0,232,15705030,1654609,1345567,1499,1416
208,1018,97356037959,2019-01-13,702.9,233642,208,1278,Sports,1,300,19617,2,0,0,55,55,0,188,2569845,234695,234640,86,86
209,363,65514805206,2019-01-13,692.4,464620,209,3174,Sports,1,64,4091,2,15194,0,1476,236,0,7820,4120387,533889,517219,258,258
210,72,95500825669,2019-01-13,689.9,138406,210,3489,Sports,1,1110,5948,2,12343,0,6903,1,0,101,1037933,226805,207559,86,86
211,801,65039105700,2019-01-13,689.6,249381,211,905,Sports,1,230,12665,1,0,0,19209,65,0,1611,4042207,270162,250953,185,185
212,85,84927955371,2019-01-13,689.0,1197145,212,804,Sports,1,113,4064,1,0,0,717563,39,0,0,11057246,1912772,1195209,159,154
213,13,97550595885,2019-01-13,686.4,991250,213,15152,Sports,1,47,536,1,0,0,23408,2,0,539,3012247,1053837,1030429,158,158
214,393,92672173247,2019-01-13,684.1,369787,214,2182,Sports,1,72,6073,1,0,0,125,171,0,1986,3438166,400155,400030,56,55
215,66,101455826134,2019-01-13,677.4,120471,215,2574,Sports,1,871,9361,5,0,0,0,2,0,55,895036,274371,274371,315,315
216,49,72283527468,2019-01-13,671.8,279016,216,1669,Sports,1,289,9162,1,0,0,829,1,0,0,1141260,294481,293652,75,75
217,276,64220566661,2019-01-13,670.7,504438,217,346,Sports,1,162,4545,2,26,0,31277,23,0,2,1933801,542713,511410,116,116
218,830,77419818667,2019-01-13,668.1,66428,218,3888,Sports,1,117,30269,2,0,0,0,52,0,87,476474,66134,66134,99,99
219,383,59343993706,2019-01-13,666.0,96115,219,916,Sports,1,397,28637,1,0,0,4786,99,0,1694,1962887,107576,102790,31,31
220,47,105455630700,2019-01-13,665.3,164139,220,1181,Sports,1,765,6272,3,0,0,17994,51,0,104,1199113,367050,349056,64,64
221,53,84376617800,2019-01-13,665.0,304518,221,3947,Sports,1,105,1602,2,42315,0,18257,144,0,1904,960809,366705,306133,724,724
222,291,104655993197,2019-01-13,663.5,592212,222,596,Sports,1,40,8244,1,0,0,162,7,0,85,6182218,605105,604943,86,86
223,26,99307290795,2019-01-13,662.1,478741,223,804,Sports,1,283,2708,1,0,0,24897,196,0,132,2103672,514170,489273,336,139
224,75,96129902136,2019-01-13,661.6,1148462,224,10088,Sports,1,3,1370,1,2,0,15235,91,0,1289,16727527,1175166,1159929,302,300
225,165,106913797935,2019-01-13,659.4,288339,225,1483,Sports,0,66,7726,1,0,0,65886,0,0,0,1192753,496504,430618,19,19
226,469,99766072293,2019-01-13,642.0,70903,226,622,Sports,0,255,12491,2,0,0,0,81,0,1041,872997,77802,77802,196,145
227,229,105940600281,2019-01-13,640.2,136602,227,771,Sports,0,143,3135,1,0,0,0,14,0,190,600851,163999,163999,114,83
228,82,106106151232,2019-01-13,636.0,146848,228,1749,Sports,0,74,7592,1,0,0,922,23,0,15,1093654,153787,152865,43,43
229,165,61279340305,2019-01-13,633.9,119422,229,520,Sports,0,189,7081,4,3,0,5218,36,0,918,643041,164741,159520,457,452
230,212,107699056430,2019-01-13,633.0,100670,230,3567,Sports,0,30,7715,1,0,0,8738,0,0,0,308842,126496,117758,14,14
231,38,52145015342,2019-01-13,627.3,287427,231,447,Sports,0,139,1509,2,0,0,7349,112,0,757,1274875,307603,300254,237,152
232,112,101902939513,2019-01-13,622.5,211144,232,1211,Sports,0,26,3199,11,0,0,14308,0,0,0,1009248,234155,219847,486,486
233,51,106907966754,2019-01-13,618.3,530481,233,1468,Sports,0,9,714,1,0,0,96922,1,0,0,2436826,825207,728285,22,22
234,24,79146530793,2019-01-13,609.0,153920,234,487,Sports,0,155,2469,1,15,0,828,193,0,111,1174392,182573,181730,72,72
235,44,58637701174,2019-01-13,608.3,118151,235,569,Sports,0,149,1426,1,12,0,9788,64,0,290,639810,212093,202293,108,108
236,606,58024280404,2019-01-13,604.5,422292,236,-265,Sports,0,693,8204,1,0,0,0,15,0,358,3745435,414290,414290,32,32
237,61,98608816524,2019-01-13,603.2,275721,237,136,Sports,0,89,1182,8,0,0,69816,22,0,121,4445709,359082,289266,1526,1494
238,57,59123229128,2019-01-13,602.0,215455,238,814,Sports,0,20,2164,3,0,0,0,2,0,169,1754,216744,216744,0,0
239,215,22106633622,2019-01-13,597.5,131482,239,237,Sports,0,43,2866,2,0,0,0,0,0,475,1752628,140497,140497,440,437
240,69,13791792065,2019-01-13,597.4,493463,240,1149,Sports,0,3,819,1,213608,0,10221,69,0,3,4426455,890871,667042,75,75
241,55,91775230830,2019-01-13,596.3,84530,241,276,Sports,0,216,1727,1,7,0,2031,47,0,602,230168,86705,84667,137,137
242,6,95428063254,2019-01-13,585.2,366300,242,5933,Sports,0,3,578,1,0,0,98740,29,0,95,1783374,465122,366382,144,144
243,25,61927934703,2019-01-13,581.7,68861,243,775,Sports,0,74,2817,1,0,0,647,207,0,886,372057,73651,73004,219,219
244,156,66270110735,2019-01-13,580.7,94727,244,101,Sports,0,86,2259,1,1,0,2607,1823,0,858,2019507,135662,133054,158,221
245,897,94923645744,2019-01-13,579.4,461397,245,-34,Sports,0,99,10751,4,62107,0,186645,141,0,2104,5088020,711313,462561,407,405
246,84,62612743059,2019-01-13,578.7,169094,246,395,Sports,0,12,2159,1,3391,0,152,21,0,499,1921684,218723,215180,87,78
247,112,67491072581,2019-01-13,572.4,97690,247,249,Sports,0,25,2879,1,0,0,4083,180,0,1901,804225,101960,97877,56,54
248,89,63658755576,2019-01-13,570.6,90561,248,362,Sports,0,19,4246,1,0,0,4481,34,0,173,845444,92844,88363,65,63
249,166,53953757433,2019-01-13,568.8,1145674,249,-972,Sports,0,46,4887,1,611943,0,61446,222,0,2671,9872726,1803335,1129946,355,350
250,4984,96843810844,2019-01-13,867.9,757940,250,33222,Business,1,7093,233419,1,0,0,0,172,0,501,10830596,780397,780397,85,84
251,5308,95872745325,2019-01-13,834.5,1466891,251,16938,Business,1,549,221478,9,977,0,1285754,18,0,192,6244961,3208293,1921562,194,193
252,1106,72374361718,2019-01-13,775.3,309685,252,5687,Business,1,3499,7296,1,0,0,338,186,0,282,426553,307960,307622,45,43
253,567,81465489133,2019-01-13,762.7,108632,253,51250,Business,1,1073,68934,1,39686,0,545,29,0,0,188423,148466,108235,0,0
254,768,105490319757,2019-01-13,713.5,423085,254,501,Business,1,720,10710,23,0,0,0,29,0,78,1625434,431187,431187,1085,1081
255,547,61627091456,2019-01-13,697.4,719836,255,758,Business,1,106,7661,1,0,0,0,15,0,483,3604104,721902,721902,272,250
256,104,92218134919,2019-01-13,646.0,475770,256,716,Business,1,37,7483,5,0,0,37915,115,0,964,8593939,515435,477520,799,693
257,27,66449048151,2019-01-13,605.4,173259,257,140,Business,1,348,1722,3,7009,0,68349,66,0,1141,1239205,247213,171855,191,188
258,11,95473041073,2019-01-13,605.0,370339,258,702,Business,1,43,926,1,0,0,0,27,0,343,407357,376882,376882,291,290
259,80,52505259547,2019-01-13,602.0,45284,259,2545,Business,1,48,11190,1,218718,0,15814,114,0,832,469228,285854,51322,292,292
260,40,86736072867,2019-01-13,599.3,430654,260,291,Business,1,17,3091,1,0,0,80324,6,0,0,4688051,607681,527357,240,239
261,160,102797283108,2019-01-13,582.9,35853,261,934,Business,1,67,1128,1,0,0,0,4507,0,659,88693,41387,41387,120,120
262,407,106274051135,2019-01-13,573.0,38297,262,704,Business,1,26,690,2,0,0,0,48,0,118,52695,45636,45636,85,85
263,22,61190447960,2019-01-13,559.4,92625,263,407,Business,1,41,376,3,0,0,0,114,0,138,458333,94744,94744,233,233
264,60,95501106170,2019-01-13,557.1,36818,264,491,Business,1,48,1770,1,0,0,22,166,0,144,168402,58184,58162,148,148
265,64,74240587406,2019-01-13,552.6,64460,265,936,Business,1,10,500,1,16019,0,4822,3,0,1031,202310,140153,119312,127,127
266,15,78114859257,2019-01-13,542.5,434139,266,36,Business,1,24,68,1,0,0,9914,2,0,86,2885344,441472,431558,120,120
267,25,76485194457,2019-01-13,533.7,33047,267,453,Business,1,49,225,4,23717,0,4265,149,0,240,47997,61990,34008,285,283
268,6,94674032757,2019-01-13,533.4,368940,268,377,Business,1,3,146,2,0,0,0,47,0,2556,852483,417353,417353,526,526
269,75,95797856192,2019-01-13,529.9,295945,269,-219,Business,1,84,4510,1,0,0,0,14,0,211,5147342,335665,335665,115,109
270,7,103830240508,2019-01-13,527.0,258025,270,147,Business,1,7,319,1,0,0,175,62,0,857,1656699,324306,324131,97,91
271,35,59405461029,2019-01-13,518.8,166353,271,58,Business,1,7,371,2,0,0,12841,97,0,820,1017196,184111,171270,455,451
272,11,76067794733,2019-01-13,514.5,58657,272,162,Business,1,34,129,2,3234,0,3377,630,0,7878,215269,69947,63336,291,285
273,8,59615047462,2019-01-13,510.9,243813,273,81,Business,1,4,757,1,0,0,0,49,0,586,1720553,337501,337501,260,260
274,69,93905468983,2019-01-13,507.4,505215,274,-207,Business,1,16,605,2,10994,0,30050,44,0,264,957034,544387,503343,275,275
275,48,60037099305,2019-01-13,500.9,192346,275,72,Business,0,1,961,2,0,0,665,302,0,10507,1805875,200912,200247,463,463
276,43,60384082593,2019-01-13,495.8,413771,276,-370,Business,0,14,1017,2,94,0,66266,101,0,181,1609013,574168,507808,167,167
277,54,106682385301,2019-01-13,495.0,491498,277,-1575,Business,0,10,528,2,0,0,0,50,0,480,1676363,486459,486459,108,108
278,26,98504454966,2019-01-13,491.7,326176,278,-128,Business,0,23,1115,1,0,0,23844,81,0,348,15030097,364586,340742,350,347
279,7,102108683545,2019-01-13,489.0,110488,279,488,Business,0,0,328,1,0,0,3172,33,0,367,1775620,344606,341434,68,68
280,12,67671191708,2019-01-13,487.1,104969,280,111,Business,0,3,257,1,0,0,0,45,0,3137,881099,102395,102395,40,37
281,11,96352811685,2019-01-13,485.6,64635,281,609,Business,0,1,650,1,25318,0,14,1,0,136,412842,90950,65618,109,109
282,23,104252062679,2019-01-13,483.9,34610,282,47,Business,0,19,620,6,0,0,448,43,0,844,257437,35328,34880,188,188
283,3,102628889112,2019-01-13,483.0,40837,283,716,Business,0,8,37,1,0,0,2089,316,0,165,37439,45556,43467,12,12
284,8,104522561624,2019-01-13,473.0,134487,284,-19,Business,0,90,668,1,0,0,5,70,0,352,699856,134304,134299,70,70
285,22,72760147127,2019-01-13,466.9,106105,285,-30,Business,0,46,684,2,0,0,23,41,0,730,732709,106902,106879,123,123
286,7,95776846387,2019-01-13,465.4,23889,286,502,Business,0,4,142,1,0,0,9522,9,0,117,111427,49106,39584,72,72
287,36,95946613128,2019-01-13,464.7,36476,287,174,Business,0,1,1153,1,0,0,55,12,0,787,772822,38207,38152,377,377
288,14,78927162654,2019-01-13,451.5,153009,288,-51,Business,0,16,384,2,0,0,50043,2,0,187,727065,250188,200145,165,165
289,19,81589269945,2019-01-13,447.6,26083,289,61,Business,0,3,920,1,0,0,0,2,0,31,370745,32685,32685,28,28
290,14,58698454890,2019-01-13,445.7,722941,290,-507,Business,0,0,186,1,0,0,0,208,0,811,5971437,711617,711617,49,49
291,35,81545183459,2019-01-13,445.4,390844,291,-98,Business,0,1,855,2,0,0,19356,40,0,441,11314095,406965,387609,331,330
292,22,58313730765,2019-01-13,444.0,52657,292,14,Business,0,3,715,1,0,0,45,12,0,115,209988,52776,52731,62,60
293,21,104407897703,2019-01-13,442.1,180941,293,-285,Business,0,6,225,1,0,0,0,970,0,959,1650593,174622,174622,120,120
294,12,105535904367,2019-01-13,437.0,130207,294,-124,Business,0,13,135,1,0,0,77310,89,0,662,549639,206275,128965,180,179
295,41,105512411457,2019-01-13,435.2,22875,295,25,Business,0,3,451,1,0,0,0,3481,0,3452,10784,24085,24085,84,84
296,9,100415295649,2019-01-13,433.2,35139,296,134,Business,0,1,129,1,0,0,0,24,0,338,51507,38617,38617,136,136
297,7,105366149045,2019-01-13,431.4,29030,297,199,Business,0,1,133,1,0,0,56,20,0,233,30022,30844,30788,47,47
298,11,52221362372,2019-01-13,431.4,20567,298,90,Business,0,3,104,3,0,0,0,1583,0,2507,198402,22512,22512,354,352
299,15,94279978462,2019-01-13,430.6,418820,299,-356,Business,0,1,181,1,59132,0,27701,145,0,1328,872968,499652,412819,291,291
300,1337,95582640557,2019-01-13,843.8,754096,300,17463,Technology,1,6111,132788,2,0,0,0,28,0,1566,4439837,839841,839841,624,624
301,1630,93414034950,2019-01-13,831.7,1666043,301,4894,Technology,1,3013,48537,2,0,0,45767,102,0,719,10800839,1873000,1827233,471,376
302,286,93984482190,2019-01-13,780.7,4545518,302,9685,Technology,1,95,3579,1,57836,0,1206002,15,0,237,75417840,6310549,5046711,252,225
303,7578,69580651131,2019-01-13,771.5,72620,303,8083,Technology,1,5283,85460,1,0,0,415,1832,0,2037,853510,117226,116811,110,110
304,562,65545607580,2019-01-13,765.6,826355,304,16399,Technology,1,156,29071,1,0,0,0,30,0,98,4141554,837788,837788,85,85
305,158,94821983954,2019-01-13,759.5,199446,305,9533,Technology,1,6111,13694,3,0,0,16031,53,0,1092,1505413,497563,481532,126,74
306,2027,71191584715,2019-01-13,754.4,394702,306,3574,Technology,1,591,15495,1,0,0,0,199,0,114,1517667,407902,407902,321,318
307,649,101423140558,2019-01-13,734.1,266679,307,4325,Technology,1,583,24619,1,0,0,31369,0,0,42,2801745,369631,338262,195,195
308,573,105595202170,2019-01-13,715.0,948834,308,1047,Technology,1,131,7692,1,0,0,0,22,0,147,4599734,1056677,1056677,106,97
309,791,104655810671,2019-01-13,713.7,713565,309,1691,Technology,1,103,6302,2,0,0,176814,3,0,81,3583608,934718,757904,207,207
310,279,102226355767,2019-01-13,713.3,1454007,310,1972,Technology,1,43,16550,1,0,0,22992,9,0,114,7063915,1680904,1657912,107,103
311,125,96110519636,2019-01-13,708.3,243091,311,2212,Technology,1,1341,5503,2,0,0,20428,4,0,115,608496,274370,253942,96,94
312,364,52956822079,2019-01-13,705.3,1090172,312,6752,Technology,1,11,16455,1,0,0,31136,4,0,253,7928197,1294935,1263799,251,141
313,563,98573160279,2019-01-13,701.9,865886,313,722,Technology,1,119,4324,2,0,0,0,3,0,25,1699490,881094,881094,177,176
314,123,92468352732,2019-01-13,698.4,135045,314,2893,Technology,1,1598,5273,2,0,0,24402,5,0,491,173456,169572,145170,159,153
315,29,106856574098,2019-01-13,676.3,199875,315,18862,Technology,1,118,2982,1,0,0,0,70,0,2268,3617784,253929,253929,86,84
316,63,96360322413,2019-01-13,672.9,717547,316,126,Technology,1,884,2567,2,0,0,43,680,0,242,992090,712189,712146,187,154
317,175,97938369826,2019-01-13,669.0,198445,317,746,Technology,1,440,5447,1,0,0,0,26,0,934,540538,332755,332755,158,158
318,1072,70973564972,2019-01-13,666.6,34612,318,6591,Technology,1,144,46784,1,0,0,526,19,0,420,316322,40320,39794,29,28
319,339,70220673506,2019-01-13,661.5,1293564,319,50,Technology,1,100,6949,1,94219,0,353949,130,0,1377,11081510,1808222,1360054,612,604
320,833,103699672143,2019-01-13,651.5,529385,320,377,Technology,1,20,5247,2,0,0,31204,381,0,198,2478208,626825,595621,137,94
321,248,106845278373,2019-01-13,651.3,209691,321,631,Technology,1,102,15938,3,0,0,0,4,0,409,1476794,234700,234700,186,186
322,121,103297483191,2019-01-13,646.7,868108,322,251,Technology,1,33,9458,5,0,0,77448,1,0,0,7910289,1095297,1017849,484,484
323,383,63909176096,2019-01-13,640.3,377038,323,219,Technology,1,38,22524,3,0,0,0,6,0,117,3750176,455339,455339,120,119
324,161,104300531067,2019-01-13,637.5,251550,324,412,Technology,1,89,5658,1,0,0,0,39,0,117,1857418,266058,266058,40,40
325,304,105305538399,2019-01-13,637.0,132907,325,1338,Technology,0,48,7635,2,0,0,821,0,0,3,1091928,144896,144075,51,48
326,11,84509654640,2019-01-13,631.9,3418695,326,1795,Technology,0,4,48,3,0,0,22874,477,0,480,4239237,3449218,3426344,287,276
327,135,85085137497,2019-01-13,630.8,237134,327,699,Technology,0,54,2732,1,3428,0,147201,1,0,78,765310,397627,246998,65,65
328,42,53650058396,2019-01-13,628.9,109349,328,8630,Technology,0,39,1759,1,337045,0,114692,165,0,530,459114,564668,112931,169,169
329,23,25407200714,2019-01-13,628.8,530258,329,784,Technology,0,58,506,1,0,0,83,3993,0,5793,1466090,537674,537591,85,84
330,59,94619430979,2019-01-13,627.8,198155,330,293,Technology,0,373,580,2,0,0,0,51,0,252,490248,201017,201017,250,249
331,38,104654783101,2019-01-13,622.0,340910,331,712,Technology,0,63,518,2,78804,0,14214,291,0,158,687965,792040,699022,123,123
332,20,95441392298,2019-01-13,618.3,230883,332,544,Technology,0,175,893,2,1,0,1456,252,0,349,233882,239887,238430,64,64
333,103,104336510818,2019-01-13,615.1,50865,333,246,Technology,0,878,4135,2,0,0,4780,4953,0,6367,770526,56535,51755,199,198
334,51,104628522441,2019-01-13,612.8,233348,334,386,Technology,0,103,526,2,0,0,38878,3,0,201,280898,270851,231973,120,91
