,commentNum,uid,rankDate,nri,followerNum,name,followerNumInc,type,rankPosition,repostNum,likeNum,opusNum,huoshanFansNum,originalMusicBeUsedNum,toutiaoFansNum,followingNum,originalMusicNum,likeOpusNum,likeNum.1,fansTotal,douyinFansNum,dynamicNum,opusNum.1
335,47,78297061712,2019-01-13,611.0,532118,335,72,Technology,0,99,1392,2,3,0,361965,251,0,8,2735818,1016393,654425,348,347
336,95,98008318445,2019-01-13,609.8,309092,336,463,Technology,0,22,1656,2,0,0,0,203,0,258,2164782,327465,327465,231,230
337,90,105129348733,2019-01-13,609.2,128211,337,672,Technology,0,51,5383,1,0,0,0,2,0,26,656055,135162,135162,54,54
338,23,105500148602,2019-01-13,607.5,252676,338,262,Technology,0,162,633,1,0,0,17207,22,0,3517,1303738,302690,285483,860,159
339,17,105330686986,2019-01-13,605.6,100202,339,500,Technology,0,432,766,2,0,0,0,26,0,0,377160,103564,103564,0,0
340,58,99594587513,2019-01-13,602.0,202487,340,700,Technology,0,30,1073,2,0,0,460,7,0,764,1335761,212720,212260,440,148
341,114,106286115736,2019-01-13,593.8,102479,341,433,Technology,0,63,793,1,0,0,2237,1,0,225,101604,109515,107278,81,54
342,69,68148133164,2019-01-13,589.8,62654,342,172,Technology,0,405,743,2,0,0,0,389,0,1738,200208,62611,62611,223,222
343,35,102742552208,2019-01-13,587.3,184820,343,2920,Technology,0,4,3416,1,0,0,62965,3,0,0,1718262,314355,251390,68,67
344,125,59516571038,2019-01-13,586.2,147146,344,22,Technology,0,334,1268,1,0,0,108,210,0,5472,594871,147418,147310,244,241
345,18,99313777384,2019-01-13,580.2,236436,345,611,Technology,0,24,259,1,0,0,0,142,0,1503,786708,246960,246960,146,146
346,43,13446352032,2019-01-13,576.7,465417,346,29,Technology,0,48,959,1,54,0,2107211,15,0,37,2593159,2572001,464736,233,232
347,23,101828094511,2019-01-13,569.7,356997,347,61,Technology,0,38,931,2,0,0,0,61,0,849,1697401,381770,381770,200,192
348,33,93943815475,2019-01-13,566.0,1081920,348,-139,Technology,0,176,1582,1,0,0,201114,4,0,52,2513715,1342760,1141646,163,163
349,2,105487898395,2019-01-13,564.6,188097,349,1791,Technology,0,27,150,1,0,0,11101,23,0,379,426979,278904,267803,112,97
350,7283,102649377270,2019-01-13,937.4,1964118,350,401098,Fashion,1,139552,1067406,1,0,0,45,1,0,56,11160923,3281434,3281389,55,55
351,1314,93191098664,2019-01-13,893.4,1849038,351,80410,Fashion,1,5359,136292,1,2,0,85,6,0,11,9258713,2723374,2723287,74,72
352,6581,62696789393,2019-01-13,860.6,585694,352,35024,Fashion,1,5761,501445,1,0,0,0,16,0,728,10612419,843011,843011,75,75
353,2926,73034611499,2019-01-13,850.9,2997116,353,14537,Fashion,1,641,109424,2,92,0,15025,20,0,521,16350272,3103409,3088292,145,145
354,1217,57146617774,2019-01-13,850.1,5078177,354,16011,Fashion,1,589,28666,1,220751,0,57051,150,0,1038,20735098,6927533,6649731,238,236
355,5613,58961332614,2019-01-13,849.8,335191,355,46265,Fashion,1,6309,310282,1,0,0,0,230,0,12377,4332429,442663,442663,48,47
356,2199,59150254410,2019-01-13,846.2,5776947,356,6419,Fashion,1,477,77769,1,170,0,11456,176,0,230,53821852,6295226,6283600,210,203
357,26083,103576447729,2019-01-13,826.5,328816,357,14023,Fashion,1,5137,205932,1,0,0,1599,88,0,1689,12267153,395862,394263,112,105
358,3087,58752010467,2019-01-13,824.2,1903811,358,7694,Fashion,1,645,47300,1,53,0,59881,54,0,271,10165446,2105819,2045885,209,209
359,1347,58276021197,2019-01-13,822.6,867604,359,29333,Fashion,1,1030,56369,2,0,0,0,48,0,957,5753146,890996,890996,95,95
360,1274,58651677044,2019-01-13,822.4,6785721,360,1990,Fashion,1,473,47243,1,0,0,0,3,0,179,66355075,6992219,6992219,566,562
361,1747,58479215586,2019-01-13,819.9,2786502,361,6599,Fashion,1,486,36596,1,0,0,95364,11,0,92,12577439,3428025,3332661,117,117
362,2248,82480311983,2019-01-13,813.7,4407070,362,1365,Fashion,1,455,121333,1,0,0,72409,91,0,611,48871275,4555409,4483000,176,174
363,2110,63578634903,2019-01-13,813.6,908953,363,16300,Fashion,1,737,54127,2,0,0,0,80,0,200,4076959,1014490,1014490,41,40
364,3623,58893806483,2019-01-13,813.5,367346,364,14914,Fashion,1,1960,224241,1,0,0,0,67,0,771,6264768,383266,383266,66,64
365,6540,99267838061,2019-01-13,813.3,196739,365,20108,Fashion,1,3997,178486,4,0,0,0,20,0,248,2853614,235556,235556,82,60
366,1248,54732891751,2019-01-13,813.1,3627097,366,1820,Fashion,1,987,28937,1,12,0,18294,386,0,318,29228360,3763979,3745673,279,275
367,1708,57225632543,2019-01-13,810.4,2242497,367,6684,Fashion,1,357,60870,2,3440,0,18899,75,0,38,15632847,2527242,2504903,164,164
368,608,59168758509,2019-01-13,808.5,3325172,368,6198,Fashion,1,355,70884,1,0,11537,0,31,7,3,19832690,4705680,4705680,147,147
369,16350,98080601020,2019-01-13,805.4,109153,369,33066,Fashion,1,4331,134273,1,0,0,0,18,0,321,1383234,140036,140036,128,127
370,3020,73769810599,2019-01-13,798.2,1811422,370,1542,Fashion,1,652,84856,1,0,0,0,58,0,268,17565311,1975849,1975849,109,109
371,1005,55665206925,2019-01-13,796.0,720935,371,25339,Fashion,1,580,15782,1,0,0,0,124,0,654,3249166,823035,823035,117,117
372,1161,60331148245,2019-01-13,793.5,501161,372,11012,Fashion,1,1560,33983,1,0,0,0,15,0,328,3139243,662710,662710,64,64
373,1397,63227593276,2019-01-13,786.9,1000076,373,9356,Fashion,1,361,26733,1,0,0,5550,60,0,63,9547914,1178304,1172754,113,112
374,1077,56339702026,2019-01-13,785.7,424958,374,33090,Fashion,1,484,31000,2,2,0,2836,0,0,12,2646276,574364,571526,47,46
375,880,104396357002,2019-01-13,784.3,121152,375,19051,Fashion,0,28203,68067,1,0,0,0,35,0,61,656075,186620,186620,43,43
376,1781,61539143890,2019-01-13,778.9,249571,376,22509,Fashion,0,673,68110,1,0,0,0,28,0,165,1567307,451363,451363,43,43
377,833,53370562068,2019-01-13,769.1,1835312,377,10198,Fashion,0,75,11770,1,34,0,45781,149,0,485,13608265,2008665,1962850,122,120
378,1014,69392110320,2019-01-13,764.5,1405168,378,9245,Fashion,0,64,40597,1,38,0,10437,2,0,1722,8860104,1513180,1502705,108,83
379,351,63656274144,2019-01-13,754.5,263486,379,6704,Fashion,0,2282,12855,1,11,0,17649,49,0,439,811847,298712,281052,104,104
380,971,57755197172,2019-01-13,753.9,1483421,380,6620,Fashion,0,65,8833,1,10407,0,8610,36,0,69,8505227,1680261,1661244,90,90
381,574,55678792601,2019-01-13,753.3,805022,381,2825,Fashion,0,430,31287,1,0,0,0,156,0,1169,9685372,826547,826547,231,231
382,2522,66236291136,2019-01-13,750.2,7949897,382,630,Fashion,0,14,13856,1,84,0,82174,121,0,1413,69817781,8679578,8597320,248,244
383,233,59059726425,2019-01-13,750.0,748467,383,14625,Fashion,0,212,8134,1,0,0,0,190,0,202,1894973,1008363,1008363,88,87
384,1069,58519523841,2019-01-13,731.4,613168,384,753,Fashion,0,482,22710,1,2,0,463,31,0,1292,5900840,675118,674653,90,89
385,640,103828942377,2019-01-13,731.1,86130,385,8439,Fashion,0,1529,41001,1,0,0,0,18,0,88,535028,109143,109143,25,30
386,117,102655066525,2019-01-13,729.0,578582,386,869,Fashion,0,2166,13566,1,0,0,826,1,0,2,4134521,674694,673868,56,56
387,180,102165270202,2019-01-13,728.8,256199,387,4939,Fashion,0,1284,8443,1,0,0,0,2,0,39,651572,255023,255023,74,74
388,1300,52113280397,2019-01-13,723.5,115203,388,5397,Fashion,0,751,12722,1,0,0,0,11,0,1,1076758,188702,188702,143,143
389,114,100878185674,2019-01-13,719.8,390742,389,6294,Fashion,0,390,10117,1,0,0,0,38,0,40,612568,488293,488293,25,23
390,82,103126625019,2019-01-13,718.4,909298,390,2308,Fashion,0,278,12114,2,0,0,0,2194,0,879,3432994,1194636,1194636,248,247
391,469,91582320390,2019-01-13,718.0,132165,391,5089,Fashion,0,747,33110,2,0,0,0,112,0,158,591272,133069,133069,111,101
392,309,58496837827,2019-01-13,717.0,1101203,392,8869,Fashion,0,23,6576,1,0,0,3631,43,0,930,9105185,1821540,1817909,52,51
393,1200,75414142735,2019-01-13,715.8,644450,393,870,Fashion,0,189,7381,1,0,0,0,1,0,21,3262908,638912,638912,199,199
394,101,71197107314,2019-01-13,715.4,221980,394,1612,Fashion,0,3295,9329,1,0,0,10199,29,0,2547,1334952,233157,222958,307,104
395,410,60813192017,2019-01-13,714.7,502263,395,2873,Fashion,0,176,7899,1,0,0,0,58,0,181,5985180,823725,823725,37,37
396,1372,95466719241,2019-01-13,713.5,1611679,396,57,Fashion,0,375,16292,1,0,0,0,1,0,28,7045887,1581597,1581597,23,23
397,184,103497489926,2019-01-13,711.7,106079,397,9234,Fashion,0,785,38184,3,0,0,0,2,0,54,525170,108209,108209,58,58
398,573,98870688781,2019-01-13,708.2,1642451,398,297,Fashion,0,107,12077,1,0,0,77867,3,0,13,11835134,2280687,2202820,177,173
399,534,61560734189,2019-01-13,708.0,279860,399,7733,Fashion,0,103,7369,1,0,0,0,31,0,76,3542583,302922,302922,105,105
400,20025,83307044560,2019-01-13,950.6,6466455,400,112430,Social,1,10951,770899,1,0,0,281581,20,0,1439,92371855,8325931,8044350,178,178
401,10671,104505539024,2019-01-13,934.1,3903030,401,273282,Social,1,2280,545703,1,0,0,14550,13,0,40,63827605,7422987,7408437,81,80
402,3978,102074185381,2019-01-13,919.7,9850587,402,47813,Social,1,1133,328523,1,0,0,139765,9,0,43,56677648,12285369,12145604,38,37
403,12772,63615189860,2019-01-13,912.5,4380727,403,140518,Social,1,1026,713318,1,2655,0,114150,32,0,1509,22484485,4831344,4714539,170,103
404,6557,108656248227,2019-01-13,878.2,1362729,404,77034,Social,1,1789,678905,1,0,0,6,0,0,118,15942337,1737901,1737895,13,13
405,8084,100047541744,2019-01-13,873.1,558866,405,76635,Social,1,6446,337209,1,0,0,33427,123,0,1606,7606019,917749,884322,100,90
406,11714,53382623682,2019-01-13,866.7,1095490,406,16401,Social,1,17392,368289,1,0,0,0,42,0,170,14881495,1121097,1121097,169,168
407,3277,57643011336,2019-01-13,864.8,2829427,407,5766,Social,1,3330,315586,1,0,0,0,162,0,280,24241870,2779518,2779518,269,269
408,13415,59862270280,2019-01-13,856.7,431206,408,71654,Social,1,3836,864648,1,3,0,670,1,0,298,10743406,1083326,1082653,70,70
409,19407,66076741938,2019-01-13,853.9,257617,409,93501,Social,1,22488,581710,4,0,0,0,0,0,170,4240517,531569,531569,27,27
410,39683,58582614278,2019-01-13,853.1,456210,410,46582,Social,1,4297,406945,1,0,0,0,41,0,178,4832481,492441,492441,97,96
411,3851,102237799067,2019-01-13,847.8,410891,411,29030,Social,1,13371,285888,3,0,0,0,22,0,1482,12849564,689483,689483,116,111
412,1579,82489459834,2019-01-13,845.3,5293034,412,15710,Social,1,329,38730,1,0,0,0,3,0,48,29407996,5246513,5246513,68,65
413,3104,56997850335,2019-01-13,838.9,512256,413,26118,Social,1,3160,176934,1,0,0,0,8,0,266,5687644,649618,649618,287,287
414,2972,62332576804,2019-01-13,830.3,677636,414,18923,Social,1,1724,136581,1,126506,0,12585,472,0,2779,8187046,1350410,1211319,58,58
415,625,102798957121,2019-01-13,829.9,1619768,415,187164,Social,1,146,71678,2,0,0,34149,27,0,736,19213756,2270633,2236484,308,154
416,3127,95384515875,2019-01-13,829.7,1438512,416,9212,Social,1,1137,54127,1,0,0,0,50,0,30,10591875,1647377,1647377,81,80
417,3240,58165983420,2019-01-13,827.1,369847,417,36429,Social,1,2103,104869,1,5920,0,18354,124,0,283,2242357,390018,365744,175,173
418,17398,68168315694,2019-01-13,823.7,234019,418,57680,Social,1,1960,664590,1,1,0,13,33,0,1622,2235102,253521,253507,15,13
419,3432,101855924352,2019-01-13,821.1,296786,419,31860,Social,1,2159,175471,1,0,0,0,3,0,63,4031858,547330,547330,54,49
420,3818,102156397865,2019-01-13,819.9,141386,420,34917,Social,1,22314,206872,1,0,0,41002,1,0,36,1091386,260510,219508,151,150
421,5959,84792854942,2019-01-13,815.4,283306,421,37484,Social,1,1502,92102,3,228834,0,90746,383,0,1077,2593013,849247,529667,503,499
422,4760,96257239300,2019-01-13,812.4,244030,422,8841,Social,1,8023,138712,1,0,0,0,40,0,4224,4209259,260775,260775,121,121
423,3793,62054289463,2019-01-13,810.1,670380,423,2018,Social,1,9843,26874,2,0,0,0,29,0,1850,8885671,935542,935542,205,205
424,3438,93742986338,2019-01-13,807.6,167831,424,27974,Social,1,3379,83300,2,36993,0,0,165,0,200,963867,319581,282588,94,94
425,1455,71993929764,2019-01-13,805.6,213740,425,58757,Social,0,1538,164548,2,0,0,0,0,0,27,1104369,285915,285915,268,268
426,373,65722912557,2019-01-13,804.7,1374131,426,14392,Social,0,1145,15059,1,576,0,3168,42,0,1686,7301825,1398803,1395059,958,948
427,7135,63803326630,2019-01-13,803.6,82807,427,33274,Social,0,28363,511975,2,0,0,0,43,0,353,1701971,92597,92597,115,115
428,3857,68025003295,2019-01-13,803.5,971367,428,7789,Social,0,413,114344,1,3,0,18807,588,0,4017,19199897,1049833,1031023,221,219
429,1322,105886681600,2019-01-13,802.1,380778,429,24207,Social,0,1568,50420,1,0,0,0,1,0,107,3326366,772374,772374,37,31
430,5476,59802794452,2019-01-13,799.1,124873,430,64440,Social,0,1215,254830,3,0,0,0,37,0,186,1068745,163050,163050,124,122
431,499,60018411927,2019-01-13,796.6,290574,431,15488,Social,0,10681,35814,1,255718,0,41789,17,0,591,1054235,593529,296022,123,123
432,482,94210520804,2019-01-13,796.4,1464933,432,19765,Social,0,368,18583,1,5,0,129,16,0,28,16598583,1758460,1758326,35,35
433,318,59953478993,2019-01-13,796.3,1134474,433,49430,Social,0,409,5913,1,39,0,80627,17,0,787,8122017,1365033,1284367,128,128
434,4474,74613429965,2019-01-13,796.1,789465,434,14121,Social,0,242,69916,1,0,0,0,29,0,1651,6265958,868853,868853,207,207
435,2817,69911145654,2019-01-13,793.2,324014,435,16425,Social,0,809,191612,3,0,0,444,619,0,252,2124758,361373,360929,26,25
436,565,9541104553,2019-01-13,792.6,381492,436,18210,Social,0,1974,73815,1,2,0,261467,129,0,201,2092259,659458,397989,154,113
437,617,69990735974,2019-01-13,792.5,778376,437,3668,Social,0,3099,38630,1,0,0,0,16,0,184,6250691,815271,815271,112,112
438,276,66940512098,2019-01-13,792.2,2173481,438,50927,Social,0,106,8594,1,18547,0,295883,1,0,222,29332278,3273275,2958845,244,244
439,4550,68041263186,2019-01-13,791.2,1174170,439,2928,Social,0,451,57424,3,0,0,1165,231,0,26346,15048198,1323450,1322285,336,287
440,1741,70492655218,2019-01-13,788.7,316877,440,13962,Social,0,1065,204890,1,84968,0,1711,32,0,1026,3922638,547952,461273,116,110
441,1225,54656571099,2019-01-13,787.8,94103,441,23591,Social,0,15566,234423,1,8068,0,204,439,0,444,1275113,116313,108041,36,40
442,2047,93590368185,2019-01-13,784.4,1755496,442,669,Social,0,979,64932,1,0,0,17380,29,0,512,13766437,1851467,1834087,118,90
443,9026,81807994067,2019-01-13,782.5,126829,443,21984,Social,0,1340,126747,2,0,0,0,58,0,737,1398115,141307,141307,93,93
444,2209,92558696892,2019-01-13,781.9,454352,444,4666,Social,0,1152,70773,1,0,0,0,1,0,315,8393635,483866,483866,58,57
445,349,104754394875,2019-01-13,781.2,930727,445,23720,Social,0,270,51097,1,0,0,389187,5,0,4,5436077,1566770,1177583,85,57
446,3784,72410772758,2019-01-13,781.0,117051,446,5099,Social,0,7172,114119,1,0,0,6821,46,0,236,2550818,131587,124766,189,189
447,2702,58967115814,2019-01-13,779.2,1281488,447,9535,Social,0,78,57775,1,91,0,154342,99,0,3030,17269514,1507095,1352662,412,411
448,954,70711719754,2019-01-13,777.6,212808,448,7497,Social,0,8202,9420,3,87,0,1731,4924,0,49681,1389574,349728,347910,477,436
449,753,99391741397,2019-01-13,775.6,390971,449,18644,Social,0,531,94116,1,0,0,7,54,0,378,4138969,452229,452222,57,57
450,2539,76055758243,2019-01-13,930.7,40490737,450,19477,Anime Comic and Games,1,1315,58073,1,117884,0,3528200,2,0,14,206995481,44175295,40529211,315,309
451,790,99247509232,2019-01-13,895.5,6299999,451,79014,Anime Comic and Games,1,1347,63539,1,0,0,0,3,0,203,73210381,8282313,8282313,198,198
452,3547,50458723364,2019-01-13,888.7,3822803,452,23216,Anime Comic and Games,1,1954,236005,2,1253,0,96054,95,0,622,62191638,4531863,4434556,148,146
453,2936,103841523284,2019-01-13,842.4,225306,453,71566,Anime Comic and Games,1,9922,465341,1,0,0,0,33,0,125,1727532,255779,255779,127,122
454,476,90129610011,2019-01-13,828.8,5480124,454,21874,Anime Comic and Games,1,170,74901,1,0,0,330759,5,0,140,71110583,6951357,6620598,237,236
455,1742,92786819934,2019-01-13,810.8,428624,455,34755,Anime Comic and Games,1,949,184616,1,0,0,50,162,0,469,3567735,580785,580735,97,96
456,1591,53043781908,2019-01-13,776.2,1241888,456,5148,Anime Comic and Games,1,208,34173,1,114674,0,11472,98,0,235,7006980,1397214,1271068,287,234
457,13612,64257252450,2019-01-13,774.9,301985,457,13831,Anime Comic and Games,1,352,78823,4,63260,0,19602,13,0,16,4705298,618492,535630,401,401
458,460,77869750195,2019-01-13,768.1,805804,458,6900,Anime Comic and Games,1,796,4442,1,0,0,0,10,0,183,9473471,976177,976177,156,156
459,234,79538283570,2019-01-13,766.5,2131558,459,20407,Anime Comic and Games,1,72,6610,1,0,0,105668,4,0,285,21156127,2486856,2381188,234,222
460,969,65669685259,2019-01-13,762.3,213161,460,11940,Anime Comic and Games,1,980,60850,1,0,0,0,34,0,244,1683108,256104,256104,93,62
461,157,97234328497,2019-01-13,756.7,2407058,461,23962,Anime Comic and Games,1,38,6282,1,0,0,1620,1,0,124,12376788,2504260,2502640,126,125
462,81,64894843243,2019-01-13,752.6,1716246,462,3122,Anime Comic and Games,1,444,23735,1,31,0,31217,10,0,400,13615278,1887827,1856579,67,65
463,727,59395100481,2019-01-13,751.0,1381819,463,2667,Anime Comic and Games,1,144,24342,1,202,0,71728,44,0,59,14915111,1495713,1423783,330,171
464,2058,59040270884,2019-01-13,750.9,166922,464,4863,Anime Comic and Games,1,1171,43615,6,0,0,0,4,0,284,1714829,188501,188501,267,267
465,5103,64111607673,2019-01-13,743.7,316138,465,6478,Anime Comic and Games,1,146,26281,2,183105,0,103347,104,0,265,3017191,682001,395549,259,259
466,216,106768466807,2019-01-13,741.5,154419,466,40397,Anime Comic and Games,1,736,7635,2,0,0,0,38,0,163,1891490,198879,198879,100,83
467,77,81842981362,2019-01-13,737.4,1154197,467,1680,Anime Comic and Games,1,730,17420,1,0,0,0,7,0,15,7619926,1163932,1163932,157,156
468,68,58980677376,2019-01-13,718.3,812121,468,2955,Anime Comic and Games,1,371,5056,2,0,0,0,3,0,133,2889578,831677,831677,106,106
469,635,51401876717,2019-01-13,717.8,716055,469,2157,Anime Comic and Games,1,82,29642,2,0,0,0,92,0,1636,9510932,927671,927671,197,144
470,367,76059227696,2019-01-13,715.0,561344,470,1297,Anime Comic and Games,1,259,27251,1,0,0,25279,209,0,145,6503506,636585,611306,114,99
471,196,97721920333,2019-01-13,713.8,941313,471,3873,Anime Comic and Games,1,59,19054,1,0,0,18886,3,0,25,14175389,1485673,1466787,35,35
472,154,63675145400,2019-01-13,713.4,462296,472,1469,Anime Comic and Games,1,753,6539,1,9594,0,27,22,0,261,4786597,481940,472319,111,110
473,466,95099999272,2019-01-13,705.1,248111,473,1950,Anime Comic and Games,1,338,23768,1,0,0,0,289,0,2307,4580773,279427,279427,146,121
474,107,101196831514,2019-01-13,702.5,432083,474,22602,Anime Comic and Games,1,41,6284,1,0,0,0,1,0,226,2455963,593128,593128,90,45
475,554,97663085952,2019-01-13,696.3,2472982,475,-1018,Anime Comic and Games,0,7148,23333,1,0,0,80231,3,0,178,16032496,2520217,2439986,175,173
476,39,92086673169,2019-01-13,695.6,402698,476,3077,Anime Comic and Games,0,375,11780,2,222452,0,75765,11,0,34,3455586,783046,484829,207,207
477,368,96926722830,2019-01-13,694.0,200972,477,5086,Anime Comic and Games,0,150,8820,2,0,0,1654,114,0,2483,5731390,353467,351813,76,72
478,98,100417687880,2019-01-13,692.5,730041,478,1001,Anime Comic and Games,0,210,6257,2,0,0,46934,9,0,300,5337791,792546,745612,161,108
479,263,69460950608,2019-01-13,688.7,186233,479,1886,Anime Comic and Games,0,303,33174,1,0,0,5647,162,0,883,1325529,214672,209025,155,147
480,101,102580291871,2019-01-13,686.6,384663,480,13277,Anime Comic and Games,0,46,1934,1,0,0,51,589,0,306,2649782,502009,501958,107,107
481,386,98679178768,2019-01-13,683.6,675746,481,1299,Anime Comic and Games,0,39,8617,1,0,0,35,9,0,6,4664287,798898,798863,148,148
482,290,23666405266,2019-01-13,678.0,923456,482,883,Anime Comic and Games,0,25,17653,7,0,0,211251,13,0,201,11010276,1193474,982223,622,621
483,125,97646910124,2019-01-13,671.1,1017401,483,238,Anime Comic and Games,0,149,2396,1,0,0,0,54,0,3960,7615420,1068139,1068139,167,157
484,96,61541165636,2019-01-13,671.0,177682,484,1040,Anime Comic and Games,0,644,5968,1,0,0,0,10,0,679,1795380,183937,183937,301,300
485,32,61841769622,2019-01-13,669.8,374917,485,2196,Anime Comic and Games,0,212,2977,1,20,0,42415,27,0,328,3857678,433623,391188,384,384
486,259,9033487877,2019-01-13,668.5,586537,486,1216,Anime Comic and Games,0,33,5148,1,0,0,0,24,0,934,2424106,614052,614052,94,86
487,123,99214325574,2019-01-13,665.4,513387,487,1413,Anime Comic and Games,0,49,5716,1,0,0,16415,24,0,492,3775702,695636,679221,188,61
488,129,100452529526,2019-01-13,664.0,325806,488,8017,Anime Comic and Games,0,24,1522,1,0,0,1803,104,0,1920,2195821,393900,392097,51,51
489,23,100373585312,2019-01-13,659.2,606106,489,7874,Anime Comic and Games,0,22,1464,1,0,0,0,0,0,125,5150572,725592,725592,112,112
490,577,95785453017,2019-01-13,654.9,7345191,490,-1926,Anime Comic and Games,0,102,10510,1,0,0,0,3,0,4,80288786,8224514,8224514,208,208
491,15,63623642070,2019-01-13,652.5,1628139,491,2345,Anime Comic and Games,0,14,904,2,10,0,755369,9,0,5,539688,2414191,1658812,150,150
492,46,96090420829,2019-01-13,650.5,681098,492,946,Anime Comic and Games,0,44,3165,1,0,0,35012,2,0,224,5681435,766789,731777,85,85
493,217,103713742901,2019-01-13,644.0,243540,493,1300,Anime Comic and Games,0,33,8430,7,0,0,0,7,0,4,1746374,297309,297309,84,84
494,105,82754927442,2019-01-13,643.8,714236,494,779,Anime Comic and Games,0,17,4489,1,0,0,0,29,0,83,4553543,730902,730902,90,58
495,184,57009246266,2019-01-13,643.8,7131200,495,-523,Anime Comic and Games,0,142,6336,1,1828403,0,2929943,21,0,266,17859396,11953069,7194723,216,196
496,114,58927174287,2019-01-13,641.9,2820576,496,131,Anime Comic and Games,0,10,1845,1,24,0,381892,1,0,57,10795309,3267936,2886020,47,47
497,23,62236020493,2019-01-13,641.6,2776934,497,125,Anime Comic and Games,0,33,1767,1,0,0,227,15,0,448,34572851,2743953,2743726,142,123
498,258,93762021216,2019-01-13,641.6,320725,498,2341,Anime Comic and Games,0,9,8501,11,0,0,81756,154,0,698,2851955,552679,470923,1725,1594
499,726,103381788164,2019-01-13,641.3,434255,499,836,Anime Comic and Games,0,8,4916,1,0,0,0,3,0,115,1757175,468952,468952,20,20
